stopid,displaystopid,shortname,fullname,latitude,longitude,lastupdated,OperatorName,routes,route1,route2,route3,route4,route5,route6,route7,route8,route9,route10,route11,route12,route13,route14,route15,route16,route17,route18,route19,route20,route21,route22,route23
690,690,Strand Road,Strand Road,53.37649694,-6.101363056,29/05/2017 09:46,bac,"31A, 31B, , , , , , , , , , , , , , , , , , , , , ",31A,31B,,,,,,,,,,,,,,,,,,,,,
691,691,Strand Road,Strand Road,53.38142194,-6.102218889,29/05/2017 09:46,bac,"31B, 31A, , , , , , , , , , , , , , , , , , , , , ",31B,31A,,,,,,,,,,,,,,,,,,,,,
692,692,Strand Road,Strand Road,53.38395694,-6.100805,29/05/2017 09:46,bac,"31A, 31B, , , , , , , , , , , , , , , , , , , , , ",31A,31B,,,,,,,,,,,,,,,,,,,,,
693,693,Greenfield Rd,Greenfield Rd,53.38689306,-6.104151111,29/05/2017 09:46,bac,"31B, 31, , , , , , , , , , , , , , , , , , , , , ",31B,31,,,,,,,,,,,,,,,,,,,,,
694,694,Greenfield Rd,Greenfield Rd,53.38435694,-6.100251111,29/05/2017 09:46,bac,"31B, , , , , , , , , , , , , , , , , , , , , , ",31B,,,,,,,,,,,,,,,,,,,,,,
695,695,Carrickbrack Rd,Carrickbrack Rd,53.38287889,-6.098891944,29/05/2017 09:46,bac,"31B, 31A, , , , , , , , , , , , , , , , , , , , , ",31B,31A,,,,,,,,,,,,,,,,,,,,,
696,696,Carrickbrack Rd,Carrickbrack Rd,53.38051889,-6.094345,29/05/2017 09:46,bac,"31A, 31B, , , , , , , , , , , , , , , , , , , , , ",31A,31B,,,,,,,,,,,,,,,,,,,,,
697,697,Carrickbrack Rd,Carrickbrack Rd,53.37791194,-6.090806944,29/05/2017 09:46,bac,"31B, 31A, , , , , , , , , , , , , , , , , , , , , ",31B,31A,,,,,,,,,,,,,,,,,,,,,
698,698,Carrickbrack Rd,Carrickbrack Rd,53.37504694,-6.089926944,29/05/2017 09:46,bac,"31A, 31B, , , , , , , , , , , , , , , , , , , , , ",31A,31B,,,,,,,,,,,,,,,,,,,,,
699,699,Carrickbrack Rd,Carrickbrack Rd,53.37214694,-6.088113889,29/05/2017 09:46,bac,"31B, 31A, , , , , , , , , , , , , , , , , , , , , ",31B,31A,,,,,,,,,,,,,,,,,,,,,
700,700,Carrickbrack Rd,Carrickbrack Rd,53.36945694,-6.084201944,29/05/2017 09:46,bac,"31A, 31B, , , , , , , , , , , , , , , , , , , , , ",31A,31B,,,,,,,,,,,,,,,,,,,,,
701,701,Carrickbrack Rd,Carrickbrack Rd,53.36706,-6.079385,29/05/2017 09:46,bac,"31B, 31A, , , , , , , , , , , , , , , , , , , , , ",31B,31A,,,,,,,,,,,,,,,,,,,,,
702,702,Carrickbrack Rd,Carrickbrack Rd,53.36649889,-6.077456944,29/05/2017 09:46,bac,"31A, 31B, , , , , , , , , , , , , , , , , , , , , ",31A,31B,,,,,,,,,,,,,,,,,,,,,
703,703,Carrickbrack Rd,Carrickbrack Rd,53.36613,-6.074038056,29/05/2017 09:46,bac,"31B, 31A, , , , , , , , , , , , , , , , , , , , , ",31B,31A,,,,,,,,,,,,,,,,,,,,,
704,704,Carrickbrack Rd,Carrickbrack Rd,53.36672389,-6.06639,29/05/2017 09:46,bac,"31A, 31B, , , , , , , , , , , , , , , , , , , , , ",31A,31B,,,,,,,,,,,,,,,,,,,,,
705,705,Thormanby Road,Thormanby Road,53.36595306,-6.063198056,29/05/2017 09:46,bac,"31B, 31A, , , , , , , , , , , , , , , , , , , , , ",31B,31A,,,,,,,,,,,,,,,,,,,,,
706,706,Thormanby Road,Thormanby Road,53.36659,-6.06003,29/05/2017 09:46,bac,"31A, 31B, , , , , , , , , , , , , , , , , , , , , ",31A,31B,,,,,,,,,,,,,,,,,,,,,
707,707,Thormanby Road,Thormanby Road,53.37238306,-6.0586,29/05/2017 09:46,bac,"31B, 31A, 31, , , , , , , , , , , , , , , , , , , , ",31B,31A,31,,,,,,,,,,,,,,,,,,,,
708,708,Thormanby Road,Thormanby Road,53.366395,-6.060061944,29/05/2017 09:46,bac,"31, 31A, 31B, , , , , , , , , , , , , , , , , , , , ",31,31A,31B,,,,,,,,,,,,,,,,,,,,
709,709,Howth Road,Howth Road,53.37503806,-6.197026111,29/05/2017 09:46,bac,"31B, 31D, 31A, 32, 31, 29A, , , , , , , , , , , , , , , , , ",31B,31D,31A,32,31,29A,,,,,,,,,,,,,,,,,
710,710,Carrickbrack Rd,Carrickbrack Rd,53.366485,-6.065831944,29/05/2017 09:46,bac,"31, 31A, 31B, , , , , , , , , , , , , , , , , , , , ",31,31A,31B,,,,,,,,,,,,,,,,,,,,
711,711,Carrickbrack Rd,Carrickbrack Rd,53.36646806,-6.068093056,29/05/2017 09:46,bac,"31B, 31A, 31, , , , , , , , , , , , , , , , , , , , ",31B,31A,31,,,,,,,,,,,,,,,,,,,,
712,712,Carrickbrack Rd,Carrickbrack Rd,53.36603806,-6.073481944,29/05/2017 09:46,bac,"31, 31A, 31B, , , , , , , , , , , , , , , , , , , , ",31,31A,31B,,,,,,,,,,,,,,,,,,,,
713,713,Carrickbrack Rd,Carrickbrack Rd,53.36623889,-6.076898889,29/05/2017 09:46,bac,"31B, 31A, 31, , , , , , , , , , , , , , , , , , , , ",31B,31A,31,,,,,,,,,,,,,,,,,,,,
714,714,Carrickbrack Rd,Carrickbrack Rd,53.36716889,-6.079878889,29/05/2017 09:46,bac,"31, 31A, 31B, , , , , , , , , , , , , , , , , , , , ",31,31A,31B,,,,,,,,,,,,,,,,,,,,
715,715,Carrickbrack Rd,Carrickbrack Rd,53.36890194,-6.082833889,29/05/2017 09:46,bac,"31B, 31A, 31, , , , , , , , , , , , , , , , , , , , ",31B,31A,31,,,,,,,,,,,,,,,,,,,,
716,716,Carrickbrack Rd,Carrickbrack Rd,53.37233111,-6.088488056,29/05/2017 09:46,bac,"31, 31A, 31B, , , , , , , , , , , , , , , , , , , , ",31,31A,31B,,,,,,,,,,,,,,,,,,,,
717,717,Carrickbrack Rd,Carrickbrack Rd,53.37519306,-6.090123056,29/05/2017 09:46,bac,"31B, 31A, 31, , , , , , , , , , , , , , , , , , , , ",31B,31A,31,,,,,,,,,,,,,,,,,,,,
718,718,Carrickbrack Rd,Carrickbrack Rd,53.37821806,-6.091098889,29/05/2017 09:46,bac,"31, 31A, 31B, , , , , , , , , , , , , , , , , , , , ",31,31A,31B,,,,,,,,,,,,,,,,,,,,
719,719,Carrickbrack Rd,Carrickbrack Rd,53.38024194,-6.094086944,29/05/2017 09:46,bac,"31B, 31A, 31, , , , , , , , , , , , , , , , , , , , ",31B,31A,31,,,,,,,,,,,,,,,,,,,,
720,720,Carrickbrack Rd,Carrickbrack Rd,53.381935,-6.097408889,29/05/2017 09:46,bac,"31, 31A, 31B, , , , , , , , , , , , , , , , , , , , ",31,31A,31B,,,,,,,,,,,,,,,,,,,,
721,721,Carrickbrack Road,Carrickbrack Road,53.38364111,-6.099876111,29/05/2017 09:46,bac,"31B, 31, , , , , , , , , , , , , , , , , , , , , ",31B,31,,,,,,,,,,,,,,,,,,,,,
722,722,Station Road,Station Road,53.381115,-6.17571,29/05/2017 09:46,bac,"29A, , , , , , , , , , , , , , , , , , , , , , ",29A,,,,,,,,,,,,,,,,,,,,,,
723,723,Raheny Road,Raheny Road,53.38415306,-6.175711944,29/05/2017 09:46,bac,"29A, , , , , , , , , , , , , , , , , , , , , , ",29A,,,,,,,,,,,,,,,,,,,,,,
724,724,Raheny Road,Raheny Road,53.38694889,-6.174488889,29/05/2017 09:46,bac,"29A, , , , , , , , , , , , , , , , , , , , , , ",29A,,,,,,,,,,,,,,,,,,,,,,
725,725,Raheny Road,Raheny Road,53.38957306,-6.170466111,29/05/2017 09:46,bac,"29A, , , , , , , , , , , , , , , , , , , , , , ",29A,,,,,,,,,,,,,,,,,,,,,,
726,726,Grange Road,Grange Road,53.39174611,-6.167601111,29/05/2017 09:46,bac,"29A, , , , , , , , , , , , , , , , , , , , , , ",29A,,,,,,,,,,,,,,,,,,,,,,
727,727,Grange Road,Grange Road,53.39369889,-6.16682,29/05/2017 09:46,bac,"29A, , , , , , , , , , , , , , , , , , , , , , ",29A,,,,,,,,,,,,,,,,,,,,,,
728,728,Grange Road,Grange Road,53.39531389,-6.163471944,29/05/2017 09:46,bac,"29A, , , , , , , , , , , , , , , , , , , , , , ",29A,,,,,,,,,,,,,,,,,,,,,,
729,729,Grange Road,Grange Road,53.39655694,-6.162426111,29/05/2017 09:46,bac,"29A, , , , , , , , , , , , , , , , , , , , , , ",29A,,,,,,,,,,,,,,,,,,,,,,
730,730,Grange Road,Grange Road,53.39816194,-6.1618,29/05/2017 09:46,bac,"29A, , , , , , , , , , , , , , , , , , , , , , ",29A,,,,,,,,,,,,,,,,,,,,,,
731,731,Thormanby Road,Thormanby Road,53.365815,-6.062973056,29/05/2017 09:46,bac,"31, 31B, 31A, , , , , , , , , , , , , , , , , , , , ",31,31B,31A,,,,,,,,,,,,,,,,,,,,
733,733,Rathingle Road,Rathingle Road,53.44942889,-6.240455,29/05/2017 09:46,bac,"102, 41X, 41C, , , , , , , , , , , , , , , , , , , , ",102,41X,41C,,,,,,,,,,,,,,,,,,,,
738,738,Grange Road,Grange Road,53.39759611,-6.161791111,29/05/2017 09:46,bac,"29A, , , , , , , , , , , , , , , , , , , , , , ",29A,,,,,,,,,,,,,,,,,,,,,,
739,739,Grange Road,Grange Road,53.395145,-6.163453056,29/05/2017 09:46,bac,"29A, , , , , , , , , , , , , , , , , , , , , , ",29A,,,,,,,,,,,,,,,,,,,,,,
740,740,Grange Road,Grange Road,53.39314,-6.16699,29/05/2017 09:46,bac,"29A, , , , , , , , , , , , , , , , , , , , , , ",29A,,,,,,,,,,,,,,,,,,,,,,
741,741,Grange Road,Grange Road,53.39190306,-6.167441111,29/05/2017 09:46,bac,"29A, , , , , , , , , , , , , , , , , , , , , , ",29A,,,,,,,,,,,,,,,,,,,,,,
742,742,Raheny Road,Raheny Road,53.38982111,-6.169836944,29/05/2017 09:46,bac,"29A, , , , , , , , , , , , , , , , , , , , , , ",29A,,,,,,,,,,,,,,,,,,,,,,
743,743,Raheny Road,Raheny Road,53.38802611,-6.172718889,29/05/2017 09:46,bac,"29A, , , , , , , , , , , , , , , , , , , , , , ",29A,,,,,,,,,,,,,,,,,,,,,,
744,744,Raheny Road,Raheny Road,53.38526389,-6.174821111,29/05/2017 09:46,bac,"29A, , , , , , , , , , , , , , , , , , , , , , ",29A,,,,,,,,,,,,,,,,,,,,,,
745,745,Station Road,Station Road,53.38133889,-6.175453056,29/05/2017 09:46,bac,"29A, , , , , , , , , , , , , , , , , , , , , , ",29A,,,,,,,,,,,,,,,,,,,,,,
746,746,Kildare Street,Kildare Street,53.34012694,-6.255561111,29/05/2017 09:46,bac,"84X, , , , , , , , , , , , , , , , , , , , , , ",84X,,,,,,,,,,,,,,,,,,,,,,
747,747,Kildare Street,Kildare Street,53.33992806,-6.255696944,29/05/2017 09:46,bac,"7D, 7B, 25X, 11, 145, 41X, 32X, 37, 33X, 38, 39, 39A, 38D, 38A, 38B, 51D, 46A, 51X, 66X, 67X, 70, , ",7D,7B,25X,11,145,41X,32X,37,33X,38,39,39A,38D,38A,38B,51D,46A,51X,66X,67X,70,,
748,748,Merrion Row,Merrion Row,53.33851306,-6.255003889,29/05/2017 09:46,bac,"70, 67X, 66X, 51X, 51D, 38B, 38A, 38D, 39A, 39, 38, 33X, 25X, 25D, 25B, 25A, 25, 757, , , , , ",70,67X,66X,51X,51D,38B,38A,38D,39A,39,38,33X,25X,25D,25B,25A,25,757,,,,,
749,749,Baggot St,Baggot St,53.33755889,-6.250828889,29/05/2017 09:46,bac,"25X, 38, 39, 39A, 38D, 38A, 38B, 51D, 51X, 66X, 67X, 70, , , , , , , , , , , ",25X,38,39,39A,38D,38A,38B,51D,51X,66X,67X,70,,,,,,,,,,,
750,750,Baggot St,Baggot St,53.33657306,-6.24847,29/05/2017 09:46,bac,"70, 67X, 66X, 51X, 51D, 38B, 38A, 38D, 39A, 39, 38, 25X, 77X, , , , , , , , , , ",70,67X,66X,51X,51D,38B,38A,38D,39A,39,38,25X,77X,,,,,,,,,,
751,751,Baggot St,Baggot St,53.33532,-6.246555,29/05/2017 09:46,bac,"77X, 25X, 38, 39, 39A, 38D, 38A, 38B, 51D, 51X, 66X, 67X, 70, , , , , , , , , , ",77X,25X,38,39,39A,38D,38A,38B,51D,51X,66X,67X,70,,,,,,,,,,
752,752,Baggot St,Baggot St,53.33366889,-6.24444,29/05/2017 09:46,bac,"70, 67X, 66X, 51X, 51D, 38B, 38A, 38D, 39A, 39, 38, 25X, 77X, , , , , , , , , , ",70,67X,66X,51X,51D,38B,38A,38D,39A,39,38,25X,77X,,,,,,,,,,
753,753,Waterloo Road,Waterloo Road,53.33249889,-6.243465,29/05/2017 09:46,bac,"77X, 25X, 18, 38, 39, 39A, 38D, 38A, 38B, 51D, 51X, 66X, 67X, 70, , , , , , , , , ",77X,25X,18,38,39,39A,38D,38A,38B,51D,51X,66X,67X,70,,,,,,,,,
754,754,Waterloo Road,Waterloo Road,53.33078889,-6.244266944,29/05/2017 09:46,bac,"67X, 66X, 51X, 51D, 39A, 18, 25X, 77X, , , , , , , , , , , , , , , ",67X,66X,51X,51D,39A,18,25X,77X,,,,,,,,,,,,,,,
755,755,Waterloo Road,Waterloo Road,53.32882111,-6.245121111,29/05/2017 09:46,bac,"77X, 25X, 18, 39A, 51D, 51X, 66X, 67X, , , , , , , , , , , , , , , ",77X,25X,18,39A,51D,51X,66X,67X,,,,,,,,,,,,,,,
756,756,Morehampton Road,Morehampton Road,53.32639,-6.242576111,29/05/2017 09:46,bac,"67X, 66X, 51X, 46A, 39A, 41X, 25X, 145, 116, 77X, 7D, 7B, , , , , , , , , , , ",67X,66X,51X,46A,39A,41X,25X,145,116,77X,7D,7B,,,,,,,,,,,
757,757,Morehampton Road,Morehampton Road,53.324075,-6.239573889,29/05/2017 09:46,bac,"7B, 7D, 77X, 116, 145, 25X, 41X, 39A, 46A, 51X, 66X, 67X, , , , , , , , , , , ",7B,7D,77X,116,145,25X,41X,39A,46A,51X,66X,67X,,,,,,,,,,,
758,758,Morehampton Road,Morehampton Road,53.32267806,-6.237663889,29/05/2017 09:46,bac,"67X, 66X, 51X, 46A, 39A, 41X, 25X, 145, 116, 77X, 7D, 7B, 84X, , , , , , , , , , ",67X,66X,51X,46A,39A,41X,25X,145,116,77X,7D,7B,84X,,,,,,,,,,
759,759,Donnybrook,Donnybrook,53.32034306,-6.233323889,29/05/2017 09:46,bac,"7D, 7B, 77X, 116, 145, 25X, 41X, 39A, 32X, 46A, 51X, 67X, 66X, , , , , , , , , , ",7D,7B,77X,116,145,25X,41X,39A,32X,46A,51X,67X,66X,,,,,,,,,,
760,760,Stillorgan Road,Stillorgan Road,53.31832389,-6.23055,29/05/2017 09:46,bac,"66X, 67X, 51X, 46A, 32X, 39A, 41X, 25X, 145, 116, 77X, 7B, 7D, 84X, , , , , , , , , ",66X,67X,51X,46A,32X,39A,41X,25X,145,116,77X,7B,7D,84X,,,,,,,,,
761,761,Stillorgan Road,Stillorgan Road,53.31609111,-6.227471944,29/05/2017 09:46,bac,"7D, 7B, 77X, 116, 145, 25X, 39A, 32X, 46A, 51X, 67X, 66X, , , , , , , , , , , ",7D,7B,77X,116,145,25X,39A,32X,46A,51X,67X,66X,,,,,,,,,,,
762,762,Stillorgan Road,Stillorgan Road,53.31451611,-6.224361944,29/05/2017 09:46,bac,"66X, 67X, 51X, 46A, 32X, 39A, 41X, 25X, 145, 116, 77X, 7B, 7D, , , , , , , , , , ",66X,67X,51X,46A,32X,39A,41X,25X,145,116,77X,7B,7D,,,,,,,,,,
763,763,Stillorgan Road,Stillorgan Road,53.31232111,-6.221138056,29/05/2017 09:46,bac,"7D, 7B, 77X, 116, 145, 25X, 27X, 41X, 39A, 32X, 46A, 47, 51X, 67X, 66X, , , , , , , , ",7D,7B,77X,116,145,25X,27X,41X,39A,32X,46A,47,51X,67X,66X,,,,,,,,
765,765,UCD,UCD,53.30522806,-6.216833056,29/05/2017 09:46,bac,"17, , , , , , , , , , , , , , , , , , , , , , ",17,,,,,,,,,,,,,,,,,,,,,,
767,767,UCD,UCD,53.30534694,-6.216628056,29/05/2017 09:46,bac,"145, 46A, 39A, 39, , , , , , , , , , , , , , , , , , , ",145,46A,39A,39,,,,,,,,,,,,,,,,,,,
768,768,Stillorgan Road,Stillorgan Road,53.30946611,-6.21888,29/05/2017 09:46,bac,"39, 39A, 32X, 41X, 46A, 47, 46E, 66X, 67X, 145, 116, 118, 17, 25X, 27X, 7B, 7D, 84X, , , , , ",39,39A,32X,41X,46A,47,46E,66X,67X,145,116,118,17,25X,27X,7B,7D,84X,,,,,
769,769,Stillorgan Road,Stillorgan Road,53.31189389,-6.221316944,29/05/2017 09:46,bac,"7D, 7B, 25X, 118, 116, 145, 67X, 66X, 46E, 46A, 41X, 39A, 39, , , , , , , , , , ",7D,7B,25X,118,116,145,67X,66X,46E,46A,41X,39A,39,,,,,,,,,,
770,770,Stillorgan Road,Stillorgan Road,53.314675,-6.225783056,29/05/2017 09:46,bac,"39, 39A, 32X, 41X, 46A, 46E, 66X, 67X, 145, 116, 118, 25X, 7B, 7D, , , , , , , , , ",39,39A,32X,41X,46A,46E,66X,67X,145,116,118,25X,7B,7D,,,,,,,,,
771,771,Stillorgan Road,Stillorgan Road,53.31587694,-6.227763056,29/05/2017 09:46,bac,"7D, 7B, 25X, 118, 116, 145, 67X, 66X, 46E, 46A, 41X, 39A, 39, , , , , , , , , , ",7D,7B,25X,118,116,145,67X,66X,46E,46A,41X,39A,39,,,,,,,,,,
772,772,Stillorgan Road,Stillorgan Road,53.31849806,-6.231315,29/05/2017 09:46,bac,"39, 39A, 41X, 46A, 46E, 66X, 67X, 145, 116, 118, 25X, 7B, 7D, 84X, , , , , , , , , ",39,39A,41X,46A,46E,66X,67X,145,116,118,25X,7B,7D,84X,,,,,,,,,
773,773,Donnybrook Rd,Donnybrook Rd,53.31991194,-6.233256944,29/05/2017 09:46,bac,"7D, 7B, 25X, 118, 116, 145, 67X, 66X, 46E, 46A, 41X, 39A, 39, 32X, , , , , , , , , ",7D,7B,25X,118,116,145,67X,66X,46E,46A,41X,39A,39,32X,,,,,,,,,
774,774,Donnybrook,Donnybrook,53.32160389,-6.235483889,29/05/2017 09:46,bac,"32X, 39, 39A, 41X, 46A, 46E, 66X, 67X, 145, 116, 118, 25X, 7B, 7D, , , , , , , , , ",32X,39,39A,41X,46A,46E,66X,67X,145,116,118,25X,7B,7D,,,,,,,,,
775,775,Morehampton Road,Morehampton Road,53.32348111,-6.239063889,29/05/2017 09:46,bac,"7D, 7B, 84X, 25X, 118, 116, 145, 67X, 66X, 46E, 46A, 41X, 39A, 39, , , , , , , , , ",7D,7B,84X,25X,118,116,145,67X,66X,46E,46A,41X,39A,39,,,,,,,,,
776,776,Morehampton Road,Morehampton Road,53.32549,-6.241803889,29/05/2017 09:46,bac,"39, 39A, 41X, 46A, 46E, 66X, 67X, 145, 116, 118, 25X, 7B, 7D, , , , , , , , , , ",39,39A,41X,46A,46E,66X,67X,145,116,118,25X,7B,7D,,,,,,,,,,
777,777,Morehampton Road,Morehampton Road,53.32694389,-6.243658889,29/05/2017 09:46,bac,"7D, 7B, 25X, 118, 116, 145, 67X, 66X, 46E, 46A, 41X, 39A, 39, , , , , , , , , , ",7D,7B,25X,118,116,145,67X,66X,46E,46A,41X,39A,39,,,,,,,,,,
779,779,Waterloo Road,Waterloo Road,53.32868,-6.24543,29/05/2017 09:46,bac,"39, 39A, 66X, 67X, 25X, 18, , , , , , , , , , , , , , , , , ",39,39A,66X,67X,25X,18,,,,,,,,,,,,,,,,,
780,780,Waterloo Road,Waterloo Road,53.33101694,-6.244418889,29/05/2017 09:46,bac,"18, 25X, 67X, 66X, 39A, 39, , , , , , , , , , , , , , , , , ",18,25X,67X,66X,39A,39,,,,,,,,,,,,,,,,,
781,781,Waterloo Road,Waterloo Road,53.33263694,-6.243723056,29/05/2017 09:46,bac,"39, 39A, 66X, 67X, 25X, 18, , , , , , , , , , , , , , , , , ",39,39A,66X,67X,25X,18,,,,,,,,,,,,,,,,,
782,782,Baggot St,Baggot St,53.33358,-6.24458,29/05/2017 09:46,bac,"25X, 67X, 66X, 39A, 39, , , , , , , , , , , , , , , , , , ",25X,67X,66X,39A,39,,,,,,,,,,,,,,,,,,
783,783,Baggot St,Baggot St,53.33531194,-6.246965,29/05/2017 09:46,bac,"39, 39A, 38D, 38B, 38A, 38, 37, 66X, 67X, 70, 25X, , , , , , , , , , , , ",39,39A,38D,38B,38A,38,37,66X,67X,70,25X,,,,,,,,,,,,
784,784,Baggot St,Baggot St,53.33641389,-6.248618056,29/05/2017 09:46,bac,"25X, 70, 67X, 66X, 37, 38, 38A, 38B, 38D, 39A, 39, , , , , , , , , , , , ",25X,70,67X,66X,37,38,38A,38B,38D,39A,39,,,,,,,,,,,,
785,785,Pembroke St,Pembroke St,53.33709694,-6.251733889,29/05/2017 09:46,bac,"39, 39A, 38D, 38B, 38A, 38, 37, 66X, 67X, 70, 25X, , , , , , , , , , , , ",39,39A,38D,38B,38A,38,37,66X,67X,70,25X,,,,,,,,,,,,
786,786,Leeson Street,Leeson Street,53.33519806,-6.256116944,29/05/2017 09:46,bac,"25X, 145, 116, 11, 118, 70, 67X, 66X, 46A, 46E, 37, 32X, 38, 38A, 38B, 38D, 39A, 39, 41X, 7B, 7D, 84X, ",25X,145,116,11,118,70,67X,66X,46A,46E,37,32X,38,38A,38B,38D,39A,39,41X,7B,7D,84X,
788,788,Forest Road,Forest Road,53.44584694,-6.240955,29/05/2017 09:46,bac,"102, , , , , , , , , , , , , , , , , , , , , , ",102,,,,,,,,,,,,,,,,,,,,,,
790,790,St. Stephen's Green,St. Stephen's Green,53.33909194,-6.257638056,29/05/2017 09:46,bac,"41X, 32X, , , , , , , , , , , , , , , , , , , , , ",41X,32X,,,,,,,,,,,,,,,,,,,,,
791,791,St. Stephen's Green,St. Stephen's Green,53.339,-6.2571,29/05/2017 09:46,bac,"32X, 66X, 67X, 25X, 84X, , , , , , , , , , , , , , , , , , ",32X,66X,67X,25X,84X,,,,,,,,,,,,,,,,,,
792,792,Dawson Street,Dawson Street,53.34005,-6.258663889,29/05/2017 09:46,bac,"84X, 7D, 7B, 116, 118, 145, 46E, 46A, , , , , , , , , , , , , , , ",84X,7D,7B,116,118,145,46E,46A,,,,,,,,,,,,,,,
793,793,Dawson Street,Dawson Street,53.34016389,-6.258661111,29/05/2017 09:46,bac,"44, 61, 70, 37, 39, 38B, 39A, 38D, 38A, 38, 11, , , , , , , , , , , , ",44,61,70,37,39,38B,39A,38D,38A,38,11,,,,,,,,,,,,
795,795,Berkeley Road,Berkeley Road,53.35873194,-6.269721944,29/05/2017 09:46,bac,"120, 38, 38A, 38D, 38B, 46A, , , , , , , , , , , , , , , , , ",120,38,38A,38D,38B,46A,,,,,,,,,,,,,,,,,
796,796,Berkeley Road,Berkeley Road,53.35997806,-6.269785,29/05/2017 09:46,bac,"46A, 38B, 38D, 38A, 38, 120, , , , , , , , , , , , , , , , , ",46A,38B,38D,38A,38,120,,,,,,,,,,,,,,,,,
797,797,North Circular Road,North Circular Road,53.36069889,-6.274738889,29/05/2017 09:46,bac,"46A, , , , , , , , , , , , , , , , , , , , , , ",46A,,,,,,,,,,,,,,,,,,,,,,
798,798,North Circular Road,North Circular Road,53.35942611,-6.279576111,29/05/2017 09:46,bac,"46A, , , , , , , , , , , , , , , , , , , , , , ",46A,,,,,,,,,,,,,,,,,,,,,,
799,799,North Circular Road,North Circular Road,53.35881806,-6.281753056,29/05/2017 09:46,bac,"46A, , , , , , , , , , , , , , , , , , , , , , ",46A,,,,,,,,,,,,,,,,,,,,,,
800,800,North Circular Road,North Circular Road,53.35805694,-6.284538056,29/05/2017 09:46,bac,"46A, , , , , , , , , , , , , , , , , , , , , , ",46A,,,,,,,,,,,,,,,,,,,,,,
801,801,North Circular Road,North Circular Road,53.35738806,-6.287715,29/05/2017 09:46,bac,"46A, , , , , , , , , , , , , , , , , , , , , , ",46A,,,,,,,,,,,,,,,,,,,,,,
802,802,North Circular Road,North Circular Road,53.35649611,-6.291263889,29/05/2017 09:46,bac,"46A, 37, , , , , , , , , , , , , , , , , , , , , ",46A,37,,,,,,,,,,,,,,,,,,,,,
803,803,North Circular Road,North Circular Road,53.354735,-6.29398,29/05/2017 09:46,bac,"46A, , , , , , , , , , , , , , , , , , , , , , ",46A,,,,,,,,,,,,,,,,,,,,,,
804,804,North Circular Road,North Circular Road,53.35369389,-6.295643889,29/05/2017 09:46,bac,"46A, , , , , , , , , , , , , , , , , , , , , , ",46A,,,,,,,,,,,,,,,,,,,,,,
805,805,O'Devaney Gardens,O'Devaney Gardens,53.35157,-6.294638056,29/05/2017 09:46,bac,"46A, , , , , , , , , , , , , , , , , , , , , , ",46A,,,,,,,,,,,,,,,,,,,,,,
806,806,Montpelier Gardens,Montpelier Gardens,53.350315,-6.29541,29/05/2017 09:46,bac,"46A, , , , , , , , , , , , , , , , , , , , , , ",46A,,,,,,,,,,,,,,,,,,,,,,
807,807,Infirmary Rd,Infirmary Rd,53.3517,-6.2977,29/05/2017 09:46,bac,"46A, , , , , , , , , , , , , , , , , , , , , , ",46A,,,,,,,,,,,,,,,,,,,,,,
808,808,North Circular Road,North Circular Road,53.35399194,-6.295331944,29/05/2017 09:46,bac,"46A, , , , , , , , , , , , , , , , , , , , , , ",46A,,,,,,,,,,,,,,,,,,,,,,
809,809,North Circular Road,North Circular Road,53.35525389,-6.293358889,29/05/2017 09:46,bac,"46A, , , , , , , , , , , , , , , , , , , , , , ",46A,,,,,,,,,,,,,,,,,,,,,,
810,810,North Circular Road,North Circular Road,53.35709694,-6.289978056,29/05/2017 09:46,bac,"46A, , , , , , , , , , , , , , , , , , , , , , ",46A,,,,,,,,,,,,,,,,,,,,,,
811,811,North Circular Road,North Circular Road,53.35766389,-6.287276944,29/05/2017 09:46,bac,"46A, , , , , , , , , , , , , , , , , , , , , , ",46A,,,,,,,,,,,,,,,,,,,,,,
812,812,North Circular Road,North Circular Road,53.35825806,-6.284218056,29/05/2017 09:46,bac,"46A, , , , , , , , , , , , , , , , , , , , , , ",46A,,,,,,,,,,,,,,,,,,,,,,
813,813,North Circular Road,North Circular Road,53.35918611,-6.280953889,29/05/2017 09:46,bac,"46A, , , , , , , , , , , , , , , , , , , , , , ",46A,,,,,,,,,,,,,,,,,,,,,,
814,814,North Circular Road,North Circular Road,53.36053389,-6.276088056,29/05/2017 09:46,bac,"46A, , , , , , , , , , , , , , , , , , , , , , ",46A,,,,,,,,,,,,,,,,,,,,,,
815,815,Forest Road,Forest Road,53.43993611,-6.250003056,29/05/2017 09:46,bac,"102, , , , , , , , , , , , , , , , , , , , , , ",102,,,,,,,,,,,,,,,,,,,,,,
816,816,Naul Road,Naul Road,53.43491389,-6.229995,29/05/2017 09:46,bac,"102, , , , , , , , , , , , , , , , , , , , , , ",102,,,,,,,,,,,,,,,,,,,,,,
817,817,Berkeley Road,Berkeley Road,53.35963694,-6.269603056,29/05/2017 09:46,bac,"120, 46A, 38, 38A, 38D, 38B, , , , , , , , , , , , , , , , , ",120,46A,38,38A,38D,38B,,,,,,,,,,,,,,,,,
818,818,Berkeley Road,Berkeley Road,53.35845889,-6.269271111,29/05/2017 09:46,bac,"38B, 38D, 38A, 38, 46A, 120, , , , , , , , , , , , , , , , , ",38B,38D,38A,38,46A,120,,,,,,,,,,,,,,,,,
