stopid,displaystopid,shortname,fullname,latitude,longitude,lastupdated,OperatorName,route1,route2,route3,route4,route5,route6,route7,route8,route9,route10,route11,route12,route13,route14,route15,route16,route17,route18,route19,route20,route21,route22,route23,route24,route25,route26,route27,route28,route29,route30,route31,route32,route33,route34,route35
600401,600401,Doonogan (eastbound,Doonogan (eastbound),52.79881694,-9.373578056,22/05/2017 08:31,BE,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600411,600411,Coore Cross (Church,Coore Cross (Church),52.80547,-9.347053056,22/05/2017 08:31,BE,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600421,600421,The Hand (eastbound,The Hand (eastbound),52.82096972,-9.264676667,22/05/2017 08:31,BE,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
600701,600701,Connolly (Clare) (S,Connolly (Clare) (Service Station),52.82902472,-9.177856944,22/05/2017 08:31,BE,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601011,601011,Spa,Spa (Opp Oyster Tavern),52.27539972,-9.780935278,22/05/2017 08:31,BE,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601021,601021,Churchill,Churchill (Graveyard),52.29040417,-9.822511944,22/05/2017 08:31,BE,278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601221,601221,Carrickmacross,Carrickmacross (South bypass),53.97100361,-6.701938333,22/05/2017 08:31,BE,32,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
601371,601371,Dunquin,Dunquin (Krugers Bar),52.13406583,-10.45339583,22/05/2017 08:31,BE,275A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
602501,602501,Limerick University,University of Limerick,52.67304583,-8.568641389,22/05/2017 08:31,BE,51AUX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603001,603001,Ennis (Dunnes Store,Ennis (Dunnes Stores Friars Walk),52.84314583,-8.977973056,22/05/2017 08:31,BE,343,343X,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603021,603021,Kilfinane,Kilfinane (Opp Amber Filling Station),52.35812111,-8.47202,22/05/2017 08:31,BE,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603031,603031,Kilmallock,Kilmallock (Post Office),52.39939111,-8.57385,22/05/2017 08:31,BE,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603041,603041,Bruff,Bruff (Paddy McAuliffe Betting Shop),52.47602111,-8.54756,22/05/2017 08:31,BE,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603051,603051,Grange,Grange (Opp The Hamlet),52.54022111,-8.54724,22/05/2017 08:31,BE,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603061,603061,Ballyneety,Ballyneety (Garda Station),52.59715111,-8.54873,22/05/2017 08:31,BE,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603071,603071,Ennis,Ennis (Lifford Road Opp Hospital),52.85088472,-8.978303056,22/05/2017 08:31,BE,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603101,603101,Ennis,Ennis (Captain Macs Cross),52.83653278,-8.982901111,22/05/2017 08:31,BE,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603111,603111,Ennis,Ennis (Clon Road),52.83624556,-8.982226944,22/05/2017 08:31,BE,343X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603121,603121,Ennis,Ennis (Opp West County Hotel),52.83204556,-8.980438056,22/05/2017 08:31,BE,343X,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603131,603131,Ennis,Ennis (Limerick Road at No 13),52.82691667,-8.978443056,22/05/2017 08:31,BE,343,343X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603141,603141,Clarecastle,Clarecastle (Opposite Vision House),52.8223425,-8.975560278,22/05/2017 08:31,BE,343X,343,51,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603151,603151,Clarecastle,Clarecastle (Opp St Josephs Terrace),52.82022083,-8.972976111,22/05/2017 08:31,BE,343,343X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603161,603161,Clarecastle,Clarecastle (Maddens Terrace),52.81637778,-8.968328889,22/05/2017 08:31,BE,343X,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603171,603171,Clarecastle,Clarecastle (Cassley Butchers Main St),52.81452278,-8.964563611,22/05/2017 08:31,BE,343,343X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603181,603181,Latoon Cross,Latoon Cross (Southbound stop),52.78578778,-8.91905,22/05/2017 08:31,BE,343X,343,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603191,603191,Newmarket-on-Fergus,Newmarket-on-Fergus (National School),52.76297861,-8.898158889,22/05/2017 08:31,BE,343,343X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603201,603201,Newmarket-on-Fergus,Newmarket-on-Fergus (Opp H&B Gallery),52.75914472,-8.895251389,22/05/2017 08:31,BE,343X,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603211,603211,Shannon,Shannon (Oakwood Arms),52.71281583,-8.872446944,22/05/2017 08:31,BE,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603221,603221,Shannon,Shannon (Lidl),52.71131361,-8.881465,22/05/2017 08:31,BE,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603231,603231,Shannon,Shannon (R471 Opp Footbridge),52.70929556,-8.88788,22/05/2017 08:31,BE,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603241,603241,Shannon,Shannon (R471 At Footbridge),52.70936778,-8.888068056,22/05/2017 08:31,BE,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603251,603251,Shannon,Shannon (Opp Skycourt Shopping Centre),52.71164278,-8.880215,22/05/2017 08:31,BE,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603261,603261,Newmarket-on-Fergus,Newmarket-on-Fergus (H&B Gallery),52.75913667,-8.895263333,22/05/2017 08:31,BE,343,343X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603271,603271,Newmarket-on-Fergus,Newmarket-on-Fergus (Opp Daisybelle),52.76178028,-8.897279444,22/05/2017 08:31,BE,343X,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603281,603281,Clarecastle,Clarecastle (Powers Pub),52.81456583,-8.964381944,22/05/2017 08:31,BE,343,343X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603291,603291,Clarecastle,Clarecastle (St Michaels Terrace),52.81636667,-8.968553056,22/05/2017 08:31,BE,343X,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603301,603301,Clarecastle,Clarecastle (St Josephs Terrace),52.82007972,-8.973054167,22/05/2017 08:31,BE,343,343X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603311,603311,Ennis (Carmody St E,Ennis (Carmody St Electrical Shop),52.84127972,-8.984426944,22/05/2017 08:31,BE,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603321,603321,Ennis (Carmody St K,Ennis (Carmody St Keanes Butchers),52.84342972,-8.988018056,22/05/2017 08:31,BE,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603331,603331,Ennis,Ennis (West County Hotel),52.83176083,-8.980443056,22/05/2017 08:31,BE,343,343X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603341,603341,Ennis,Ennis (Ain Karem B and B Clon Rd),52.85002556,-8.973013889,22/05/2017 08:31,BE,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603351,603351,Ennis (Opp Captain,Ennis (Opp Captain Macs Cross),52.83643861,-8.982940833,22/05/2017 08:31,BE,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603361,603361,Harmony Row Ennis (,Harmony Row Ennis (County Library),52.84639889,-8.985791389,22/05/2017 08:31,BE,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
603371,603371,New Road Ennis (Opp,New Road Ennis (Opp CBS School),52.84853778,-8.978196111,22/05/2017 08:31,BE,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605551,605551,Arthur's Quay,Limerick (Arthur's Quay),52.66531,-8.626361944,22/05/2017 08:31,BE,313,345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605561,605561,Augustinian Church,O Connell St (Augustinian Church),52.66291889,-8.627545,22/05/2017 08:31,BE,314,323,301,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605571,605571,Arthurs Quay,Arthurs Quay (Opp Shopping Centre),52.66545667,-8.626230833,22/05/2017 08:31,BE,305,301,323,345,341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605581,605581,Athlunkard St,Athlunkard St (Dick Devanes Corner),52.66818944,-8.622239444,22/05/2017 08:31,BE,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
605591,605591,Athlunkard St,Athlunkard St (No 16),52.66910222,-8.619422778,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606601,606601,Corbally Rd,Corbally Rd (Opp Topaz Station),52.67105083,-8.61655,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606611,606611,Corbally Rd,Corbally Rd (Milton House),52.67405111,-8.61579,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606621,606621,Corbally Rd,Corbally Rd (Mill Rd Junction),52.67703111,-8.61463,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606631,606631,Shannon Banks Est,Shannon Banks Est (13 Athlunkard Ave),52.68509083,-8.60812,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606641,606641,Shannon Banks Est,Shannon Banks Est (Op 45 Riverside Dr),52.68502333,-8.610625556,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606651,606651,Shannon Banks Est,Shannon Banks Est (33 Riverside Dr),52.68403361,-8.611158889,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606661,606661,Shannon Banks Est,Shannon Banks Est (Jnct Riverside Dr),52.68431083,-8.60872,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606671,606671,Shannon Banks Est,Shannon Banks Est (No 1 Riverwalk),52.68415083,-8.60706,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606681,606681,Corbally Rd,Corbally Rd (Shannon Banks Estate),52.68311806,-8.606918056,22/05/2017 08:31,BE,301,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606691,606691,Westbury Est,Westbury Est (Annavilla Grove),52.68614083,-8.60358,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606701,606701,Westbury Est,Westbury Est (No. 150 Clonard),52.68507083,-8.59776,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606711,606711,Westbury Est,Westbury Est (Op No 56 Clonard),52.68294083,-8.59738,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606721,606721,Westbury,Westbury (St Nicholas Church),52.68253917,-8.599348333,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606731,606731,Westbury Est,Westbury Est (Opp No 10 Vernon Cres),52.68368111,-8.602803056,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606741,606741,Corbally Rd,Corbally Rd (Opp Shannon Banks Est),52.68310639,-8.606910278,22/05/2017 08:31,BE,301,313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606751,606751,Corbally Rd (St Mun,Corbally Rd (St Munchins School),52.68098694,-8.610813889,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606761,606761,Corbally Rd (Irish,Corbally Rd (Irish Estates),52.68052639,-8.611564722,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606771,606771,Corbally Rd,Corbally Rd (Opp Mill Rd Jctn),52.67693083,-8.61457,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606781,606781,Corbally Rd,Corbally Rd (House No 11),52.67411083,-8.61568,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606791,606791,Corbally Rd,Corbally Rd (Goosers Corner),52.67118778,-8.616464167,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606801,606801,Athlunkard St,Athlunkard St (No 29),52.66913083,-8.61915,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606811,606811,Athlunkard St,Athlunkard St (Opp St Marys Cathedral),52.6677425,-8.623007778,22/05/2017 08:31,BE,301,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606821,606821,Henry Street,Henry Street (Dunnes Stores),52.66326333,-8.629489444,22/05/2017 08:31,BE,305,302,303,301,306,314,323,343,320,,,,,,,,,,,,,,,,,,,,,,,,,,
606831,606831,Ennis Rd,Ennis Rd (Strand Hotel),52.66631028,-8.631688611,22/05/2017 08:31,BE,343,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606841,606841,Shelbourne Rd,Shelbourne Rd (St Camillus Hosp),52.66747083,-8.64019,22/05/2017 08:31,BE,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606851,606851,Shelbourne Rd,Shelbourne Rd (Opp Shelbourne Pk),52.67049083,-8.64032,22/05/2017 08:31,BE,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606861,606861,Cratloe Rd,Cratloe Rd (Opp Thomond Park),52.67332806,-8.642135,22/05/2017 08:31,BE,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606871,606871,Cratloe Rd,Cratloe Rd (153 Cratloe Rd),52.67344972,-8.646335833,22/05/2017 08:31,BE,302,343X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606881,606881,Old Cratloe Rd,Old Cratloe Rd (Baptist Church),52.67584139,-8.653586667,22/05/2017 08:31,BE,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606891,606891,Old Cratloe Rd,Old Cratloe Rd (201 Cratloe Rd),52.67770722,-8.657881389,22/05/2017 08:31,BE,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606901,606901,Caherdavin,Caherdavin (Woodbine Ave),52.67556083,-8.66291,22/05/2017 08:31,BE,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606911,606911,Caherdavin,Caherdavin (Christ the King Church),52.67461083,-8.66049,22/05/2017 08:31,BE,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606921,606921,Caherdavin,Caherdavin (Jctn of Derravaragh Rd),52.67195083,-8.663426111,22/05/2017 08:31,BE,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606931,606931,Brookville Ave,Brookville Ave (Brookville Ave),52.67265361,-8.655978611,22/05/2017 08:31,BE,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606941,606941,Cratloe Rd,Cratloe Rd (Limerick Inst of Tech),52.67359611,-8.646849444,22/05/2017 08:31,BE,302,343X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606951,606951,Old Cratloe Rd,Cratloe Rd (Thomond Park),52.67342056,-8.642894722,22/05/2017 08:31,BE,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606981,606981,Clancy Strand,Clancy Strand (Treaty Stone),52.66935083,-8.62799,22/05/2017 08:31,BE,302,303,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606991,606991,Clancy Strand,Clancy Strand (Sarsfield Bridge),52.66612083,-8.63067,22/05/2017 08:31,BE,306,303,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607001,607001,Ennis Rd,Ennis Rd (Union Cross),52.66691083,-8.64075,22/05/2017 08:31,BE,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607011,607011,Ennis Rd,Ennis Rd (JFK School),52.66684083,-8.64489,22/05/2017 08:31,BE,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607071,607071,Ballinacurra Road (,Ballinacurra Road (At Flyover),52.64396194,-8.645816389,22/05/2017 08:31,BE,304A,304,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607101,607101,Ennis Rd,Ennis Rd (Moravan Hse Union Cross),52.66702083,-8.63932,22/05/2017 08:31,BE,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607111,607111,William St,William St (Superdrug Pharmacy),52.66323583,-8.625096944,22/05/2017 08:31,BE,343,343X,345,304,303,305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607121,607121,Lower Roxboro Rd,Lower Roxboro Rd (Opp CBS School),52.65926694,-8.619588056,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607131,607131,Roxboro Rd,Roxboro Rd (St Annes Day Hosp),52.65739111,-8.618220278,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607141,607141,Roxboro Rd,Roxboro Rd (No 13),52.65318083,-8.61638,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607151,607151,Janesboro,Janesboro (No 20 Marian Ave),52.65280806,-8.619039167,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607161,607161,Janesboro,Janesboro (No 31 Colbert Ave),52.65127083,-8.62092,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607171,607171,Janesboro,Janesboro (No 38 O Donoghue Ave),52.64944194,-8.620120833,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607191,607191,Carew Pk,Carew Pk (Star Court),52.64449083,-8.61928,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607201,607201,Carew Pk,Carew Pk (Opp No 23 Maigue Way),52.64404083,-8.61702,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607241,607241,Collins Ave,Collins Ave (Jctn with Synge Rd),52.64724194,-8.614268056,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607261,607261,Colbert Ave,Colbert Ave (No 70),52.65012083,-8.62198,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607271,607271,Colbert Ave,Colbert Ave (No 30),52.65136083,-8.62092,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607281,607281,Janesboro,Janesboro (13 Marian Ave),52.65284139,-8.619045278,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607291,607291,Roxboro Rd,Roxboro Rd (Tierneys Shop),52.65357083,-8.61673,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607301,607301,Roxboro Rd,Roxboro Rd (Hamilton House),52.65736778,-8.618241111,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607321,607321,Roches Street,Roches Street (Mortells Restaurant),52.66214083,-8.62759,22/05/2017 08:31,BE,303,305,304,329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607341,607341,High Rd Thomondgt .,High Rd (Thomondgate (Opp No 65),52.6709675,-8.6324475,22/05/2017 08:31,BE,303,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607351,607351,Kileely Rd,Kileely Rd (Health Centre),52.67416083,-8.63973,22/05/2017 08:31,BE,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607361,607361,Ballynanty Rd,Ballynanty Rd (Opp Credit Union),52.67556611,-8.641229167,22/05/2017 08:31,BE,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607371,607371,Ballynanty,Ballynanty (No 31 Shanabooley Rd),52.67562583,-8.643681111,22/05/2017 08:31,BE,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607391,607391,Ballynanty,Ballynanty (Opp No 93 Shanabooly Rd),52.67889194,-8.645076111,22/05/2017 08:31,BE,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607401,607401,Ballynanty Rd,Ballynanty Rd (No 32 Shanabooley Rd),52.67584083,-8.64372,22/05/2017 08:31,BE,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607411,607411,High Rd,High Road (No 90),52.67109417,-8.632691944,22/05/2017 08:31,BE,306,303,302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607421,607421,Ballynanty,Ballynanty (Credit Union),52.67566083,-8.64109,22/05/2017 08:31,BE,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607431,607431,Ballynanty,Ballynanty (Community Centre),52.67741639,-8.644763333,22/05/2017 08:31,BE,306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607441,607441,Sexton St Nth,Sexton St Nth (De Valera Pk),52.67225111,-8.636556667,22/05/2017 08:31,BE,306,302,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607461,607461,Raheen,Raheen (Opposite St Nessans Church),52.62925639,-8.661546111,22/05/2017 08:31,BE,304A,304X,304,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607471,607471,Raheen,St Nessans Rd ( Meadowvale Junction),52.63154667,-8.659242222,22/05/2017 08:31,BE,301,304,304X,304A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607481,607481,St Nessans Rd,St Nessans Rd (University Hospital),52.63521083,-8.65528,22/05/2017 08:31,BE,304A,304,301,314,320,321,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,
607491,607491,St Nessans Rd,St Nessans Rd (Xtra Vision),52.64007806,-8.651540556,22/05/2017 08:31,BE,301,304,304A,304X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607501,607501,St Nessans Rd,St Nessans Rd (Crescent SC),52.64176083,-8.64812,22/05/2017 08:31,BE,304A,304,301,321,320,314,14,13,,,,,,,,,,,,,,,,,,,,,,,,,,,
607511,607511,Ballinacurra,Ballinacurra (Opp St Aubin),52.64471944,-8.644992222,22/05/2017 08:31,BE,301,304,304A,304X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607521,607521,Ballinacurra,Ballinacurra (No 5),52.6466225,-8.640813333,22/05/2017 08:31,BE,304X,304A,304,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607531,607531,Ballinacurra,Ballinacurra (Lifford Lodge),52.64769778,-8.638589444,22/05/2017 08:31,BE,301,304,304A,304X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607541,607541,Childers Rd,Childers Rd (Lady of Lourdes Church),52.64815361,-8.632206111,22/05/2017 08:31,BE,304X,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607571,607571,Childers Rd,Childers Rd (Opp Shopping Centre),52.65704111,-8.59732,22/05/2017 08:31,BE,304X,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607581,607581,Childers Rd,Childers Rd (Opp Claughaun GAA),52.65895417,-8.5963125,22/05/2017 08:31,BE,304,304X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607591,607591,Dublin Rd Lim,Dublin Rd (Opp Parkway Retail Pk),52.66237778,-8.591334722,22/05/2017 08:31,BE,304X,304A,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607601,607601,Plassey Pk Rd,Plassey Park Rd (Opp Nursing Home),52.66706111,-8.57943,22/05/2017 08:31,BE,304,304A,304X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607611,607611,Limerick University,University of Limerick (Flag Poles),52.66898083,-8.57494,22/05/2017 08:31,BE,304X,304A,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607621,607621,Limerick University,University of Limerick (Dromroe Stop),52.67168444,-8.575918056,22/05/2017 08:31,BE,304,304A,304X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607631,607631,Limerick University,University of Limerick (Stables),52.67272278,-8.570813056,22/05/2017 08:31,BE,304X,304A,304,51,X12,13,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607641,607641,Plassey Pk Rd,Plassey Pk Rd (UL East Gate),52.67063111,-8.563263333,22/05/2017 08:31,BE,323,304,304A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607651,607651,Plassey Pk Rd,Plassey Pk Rd (Opp Oak Lawn),52.67067111,-8.55741,22/05/2017 08:31,BE,304A,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607661,607661,Kilmurry Hotel,Kilmurry Hotel (Milford Rd),52.66853111,-8.55463,22/05/2017 08:31,BE,304,304A,323,X12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607671,607671,Dublin Rd Lim,Dublin Rd (Opp The Hurlers Pub),52.66754028,-8.55946,22/05/2017 08:31,BE,X12,72,341,304,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607681,607681,Dublin Rd Lim,Dublin Rd (Opp Elsinor Est),52.66737111,-8.56438,22/05/2017 08:31,BE,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607691,607691,Dublin Rd,Dublin Rd (Jct Golf Links Rd),52.66647111,-8.57226,22/05/2017 08:31,BE,304,304A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607701,607701,Dublin Rd Lim,Dublin Rd (Groody Roundabout),52.66572083,-8.57767,22/05/2017 08:31,BE,304A,304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607711,607711,Dublin Rd Lim,Dublin Rd (Parkway Retail Pk),52.66227861,-8.590988333,22/05/2017 08:31,BE,304,304A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607721,607721,Childers Rd,Childers Rd (Shopping Centre),52.65761111,-8.5968,22/05/2017 08:31,BE,304,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607731,607731,Childers Rd,Childers Rd (ALDI Store),52.64861222,-8.617579722,22/05/2017 08:31,BE,303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607741,607741,Plassey Park Road (,Plassey Park Road (Opp UL East Gate),52.670575,-8.563171944,22/05/2017 08:31,BE,323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607751,607751,Childers Rd,Childers Rd (Op Lady of Lourdes Cntr),52.64809,-8.632486111,22/05/2017 08:31,BE,301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
